method,mean_return,success_rate,average_cost,mean_empirical_distance,final_empirical_distance,d_goal_mean,d_goal_std,d_goal_target_mean,d_goal_target_std,d_goal_mean_abs_gap,d_hazard_mean,d_hazard_std,d_hazard_target_mean,d_hazard_target_std,d_hazard_mean_abs_gap,d_agent_mean,d_agent_std,d_agent_target_mean,d_agent_target_std,d_agent_mean_abs_gap,speed_mean,speed_std,speed_target_mean,speed_target_std,speed_mean_abs_gap
Method 1,0.4200128504545286,1.0,156.0,0.45600851253283,0.4271059045395204,1.3742661968987575,0.4702356662067765,1.491345663314273,0.5834952167697525,0.11707946641551548,0.5228513877684129,0.24693213981429057,0.6329470768897298,0.26179055363732556,0.11009568912131695,1.607943594129301,0.45613157790086767,1.4034223682567242,0.5215346476590541,0.20452122587257682,0.7542443324916364,0.06337220844381057,0.8053995221730109,0.08802175658182346,0.05115518968137456
Method 2,0.5031940314686385,1.0,190.0,0.4591061801711281,0.5024789718168211,1.3703829408843269,0.4783918936882092,1.491345663314273,0.5834952167697525,0.1209627224299461,0.5150146375206762,0.24877656959511638,0.6329470768897298,0.26179055363732556,0.11793243936905362,1.5396133176344597,0.4701535434604404,1.4034223682567242,0.5215346476590541,0.13619094937773557,0.8056620713103041,0.08473792805837624,0.8053995221730109,0.08802175658182346,0.00026254913729317764
Method 3,0.4123327991646153,1.0,174.0,0.46994210324038627,0.4280782022428059,1.3707209056649607,0.4650767779855253,1.491345663314273,0.5834952167697525,0.12062475764931224,0.5210393028788954,0.2423613744376888,0.6329470768897298,0.26179055363732556,0.1119077740108344,1.521475490711558,0.5341341481247833,1.4034223682567242,0.5215346476590541,0.11805312245483379,0.7531457808719353,0.061600556285284463,0.8053995221730109,0.08802175658182346,0.05225374130107563
Method 4,2.7398324337667184,1.0,170.0,0.4449648566505603,0.6021740473755421,1.4498245783915675,0.6051124929150333,1.491345663314273,0.5834952167697525,0.041521084922705453,0.670159510877365,0.4172400666518995,0.6329470768897298,0.26179055363732556,0.037212433987635185,1.7088381959515473,0.45175629095182346,1.4034223682567242,0.5215346476590541,0.3054158276948231,0.6432001320008537,0.2661612559932099,0.8053995221730109,0.08802175658182346,0.16219939017215723
Method 5,-5.833466411915195,0.0,96.5,2.3638855868952233,6.710834523922247,3.2853169437971883,2.3575319256976406,1.491345663314273,0.5834952167697525,1.7939712804829153,2.015734802539457,2.23506879011231,0.6329470768897298,0.26179055363732556,1.382787725649727,4.8857105851638645,2.491909533481052,1.4034223682567242,0.5215346476590541,3.4822882169071403,1.0063768565535134,0.22159224255534,0.8053995221730109,0.08802175658182346,0.20097733438050247
